门店名称,门店ID,商品名称,支付类型,子规格商品名,属性,商品条形码,商品一级分组,财务分组,订单号,下单日期,下单时间,结账日期,结账时间,单价,数量,单位,原单价格,优惠金额,实收金额（含抹零金额）,退款金额,折扣率,销售渠道,取餐码,桌台,实时库存,是否会员消费,会员名称,会员等级,会员实体卡号,下单人,开台人,商品备注,订单备注,
"慕味茶餐厅","171656","鲜淮山手剥虾","现金","","","","粤/湘菜","","3692256484","2025-03-14","13:57:32","2025-03-14","14:23:36","118","1.000000000000000000","份","118","10.44","107.56","0","0.0885","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","补单不做",
"慕味茶餐厅","171656","金蒜粉丝蒸开边虾","现金","","","","粤/湘菜","","3692256484","2025-03-14","13:57:32","2025-03-14","14:23:36","98","1.000000000000000000","份","98","8.67","89.33","0","0.0885","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","补单不做",
"慕味茶餐厅","171656","生蚝（黄椒酱粉丝蒸，蒜蓉粉丝蒸）时令/只","现金","","","","推荐（海鲜&粤）","","3692256484","2025-03-14","13:57:32","2025-03-14","14:23:36","38","4.000000000000000000","份","152","13.45","138.55","0","0.0885","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","补单不做",
"慕味茶餐厅","171656","锅包肉","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:29:34","2025-03-14","14:22:48","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","水煮牛肉","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:29:34","2025-03-14","14:22:48","78","1.000000000000000000","份","78","0","78","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","豆豉鲮鱼油麦菜","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","油盐水姜茸蒸翘嘴鱼/半条","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","128","1.000000000000000000","份","128","0","128","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","醋溜白菜","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","42","1.000000000000000000","份","42","0","42","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","京葱烧红蘑","现金","","","","粤/湘菜","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","拨面-大碗","现金","","","","精美港式主食","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","10","7.000000000000000000","份","70","0","70","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","酸菜油脂啦水饺","现金","","","","精美港式主食","","3692152789","2025-03-14","13:31:04","2025-03-14","14:22:48","38","2.000000000000000000","份","76","0","76","0","0.0000","收银机","","B9","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","打包盒","现金","","","","杂项","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","1","5.000000000000000000","份","5","0","5","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","红烧豆腐","现金","","","","中式热菜2","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","白米饭","现金","","","","精美港式主食","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","5","1.000000000000000000","碗","5","0","5","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","滋补炖辽参","现金","","","","中式热菜2","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","168","1.000000000000000000","份","168","0","168","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","VIP 草原馅饼","现金","","","","VIP中餐","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","38","1.000000000000000000","份","38","0","38","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","vip黑米粥 4","现金","","","","VIP中餐","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","28","1.000000000000000000","份","28","0","28","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","餐前开胃菜","现金","","","","佐酒冷肴","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","5","2.000000000000000000","碟","10","0","10","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","VIP五花肉酸菜丝","现金","","","","VIP中餐","","3692061269","2025-03-14","12:32:02","2025-03-14","12:32:05","68","1.000000000000000000","份","68","0","68","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","打包盒","现金","","","","杂项","","3691883240","2025-03-14","12:36:28","2025-03-14","12:36:31","1","6.000000000000000000","份","6","0","6","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","vip家常饼 8","现金","","","","VIP中餐","","3691883240","2025-03-14","12:36:28","2025-03-14","12:36:31","8","8.000000000000000000","份","64","0","64","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","小炒湖南攸县香干","现金","","","","粤/湘菜","","3691883240","2025-03-14","12:36:28","2025-03-14","12:36:31","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","炸丸子","现金","","","","中式热菜2","","3691883240","2025-03-14","12:36:28","2025-03-14","12:36:31","128","1.000000000000000000","份","128","0","128","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","山白菜炖豆腐粉","现金","","","","中式热菜2","","3691883240","2025-03-14","12:36:28","2025-03-14","12:36:31","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","白米饭","现金","","","","精美港式主食","","3691653808","2025-03-14","12:01:46","2025-03-14","12:27:33","5","1.000000000000000000","碗","5","0","5","0","0.0000","收银机","","1521","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","豉味黑叉烧（半份）","现金","","","","佐酒冷肴","","3691653808","2025-03-14","12:01:46","2025-03-14","12:27:33","88","1.000000000000000000","份","88","0","88","0","0.0000","收银机","","1521","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","宫保大千虾球","现金","","","","粤/湘菜","","3691653808","2025-03-14","12:01:46","2025-03-14","12:27:33","128","1.000000000000000000","份","128","0","128","0","0.0000","收银机","","1521","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","小炒湖南攸县香干","现金","","","","粤/湘菜","","3691653808","2025-03-14","12:01:46","2025-03-14","12:27:33","58","1.000000000000000000","份","58","0","58","0","0.0000","收银机","","1521","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","房包早餐","现金","","","","ADD早餐","","3690739934","2025-03-14","09:04:07","2025-03-14","09:04:11","60","110.000000000000000000","个","6600","0","6600","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","协议早餐","现金","","","","ADD早餐","","3690732956","2025-03-14","08:05:07","2025-03-14","08:05:11","80","1.000000000000000000","个","80","0","80","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","协议早餐","现金","","","","ADD早餐","","3690636656","2025-03-14","08:32:54","2025-03-14","08:32:58","80","2.000000000000000000","个","160","0","160","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"慕味茶餐厅","171656","协议早餐","现金","","","","ADD早餐","","3690349422","2025-03-14","07:35:56","2025-03-14","07:36:00","80","2.000000000000000000","个","160","0","160","0","0.0000","收银机","","A1","0","否","","","","SR263541/S","SR263541/S","","",
"汇总","","","","","","","","","","","","","","165.43","1305.000","","56236","421","55815","0","0.0075","","","","","","","","","","","","",
